,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5,基准组成部分list,基准组成部分1,基准1
10962,519510.OF,浦银安盛货币B,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
10963,519511.OF,万家日日薪A,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
10964,519512.OF,万家日日薪B,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
10965,519513.OF,万家日日薪R,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
10966,519516.OF,浦银安盛货币E,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
10967,519517.OF,汇添富货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
10968,519518.OF,汇添富货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
10970,519566.OF,浦银安盛日日盈A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
10971,519567.OF,浦银安盛日日盈B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
10972,519568.OF,浦银安盛日日盈D,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
10973,519588.OF,交银货币A,货币市场型基金,货币市场型基金,六个月银行定期存款利率(税后),六个月银行定期存款利率(税后),,nan,,nan,,nan,,nan,,['六个月银行定期存款利率(税后)'],六个月银行定期存款利率(税后),"['六个月银行定期存款利率(税后)', nan]"
10974,519589.OF,交银货币B,货币市场型基金,货币市场型基金,六个月银行定期存款利率(税后),六个月银行定期存款利率(税后),,nan,,nan,,nan,,nan,,['六个月银行定期存款利率(税后)'],六个月银行定期存款利率(税后),"['六个月银行定期存款利率(税后)', nan]"
11102,519800.OF,华夏保证金A,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['七天通知存款利率(税后)'],七天通知存款利率(税后),"['七天通知存款利率(税后)', nan]"
11103,519801.OF,华夏保证金B,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['七天通知存款利率(税后)'],七天通知存款利率(税后),"['七天通知存款利率(税后)', nan]"
11104,519808.OF,嘉实保证金理财A,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
11105,519809.OF,嘉实保证金理财B,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
11106,519858.OF,广发现金宝A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11107,519859.OF,广发现金宝B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11108,519878.OF,国寿安保场内申赎A,货币市场型基金,货币市场型基金,7天通知存款利率(税后),7天通知存款利率(税后),,nan,,nan,,nan,,nan,,['7天通知存款利率(税后)'],7天通知存款利率(税后),"['7天通知存款利率(税后)', nan]"
11109,519879.OF,国寿安保场内申赎B,货币市场型基金,货币市场型基金,7天通知存款利率(税后),7天通知存款利率(税后),,nan,,nan,,nan,,nan,,['7天通知存款利率(税后)'],7天通知存款利率(税后),"['7天通知存款利率(税后)', nan]"
11110,519888.OF,汇添富收益快线货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11111,519889.OF,汇添富收益快线货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11112,519898.OF,大成现金宝A,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
11113,519899.OF,大成现金宝B,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
11159,519998.OF,长信利息收益B,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
11160,519999.OF,长信利息收益A,货币市场型基金,货币市场型基金,银行活期存款利率(税后),银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['银行活期存款利率(税后)'],银行活期存款利率(税后),"['银行活期存款利率(税后)', nan]"
11162,530002.OF,建信货币A,货币市场型基金,货币市场型基金,六个月银行定期存款利率(税后),六个月银行定期存款利率(税后),,nan,,nan,,nan,,nan,,['六个月银行定期存款利率(税后)'],六个月银行定期存款利率(税后),"['六个月银行定期存款利率(税后)', nan]"
11202,540011.OF,汇丰晋信货币A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11205,541011.OF,汇丰晋信货币B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11213,550010.OF,信诚货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11214,550011.OF,信诚货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
11240,583001.OF,东吴货币A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11241,583101.OF,东吴货币B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11273,620010.OF,金元顺安金元宝A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11274,620011.OF,金元顺安金元宝B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11285,630012.OF,华商现金增利A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11291,630112.OF,华商现金增利B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11300,660007.OF,农银汇理货币A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11309,660107.OF,农银汇理货币B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
11333,675031.OF,西部利得天添鑫货币A,货币市场型基金,货币市场型基金,中国人民银行公布的活期存款基准利率收益率(税后),中国人民银行公布的活期存款基准利率收益率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的活期存款基准利率收益率(税后)'],中国人民银行公布的活期存款基准利率收益率(税后),"['中国人民银行公布的活期存款基准利率收益率(税后)', nan]"
11334,675032.OF,西部利得天添鑫货币B,货币市场型基金,货币市场型基金,中国人民银行公布的活期存款基准利率收益率(税后),中国人民银行公布的活期存款基准利率收益率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的活期存款基准利率收益率(税后)'],中国人民银行公布的活期存款基准利率收益率(税后),"['中国人民银行公布的活期存款基准利率收益率(税后)', nan]"
11339,675061.OF,西部利得天添富货币A,货币市场型基金,货币市场型基金,中国人民银行公布的活期存款基准利率收益率(税后),中国人民银行公布的活期存款基准利率收益率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的活期存款基准利率收益率(税后)'],中国人民银行公布的活期存款基准利率收益率(税后),"['中国人民银行公布的活期存款基准利率收益率(税后)', nan]"
11340,675062.OF,西部利得天添富货币B,货币市场型基金,货币市场型基金,中国人民银行公布的活期存款基准利率收益率(税后),中国人民银行公布的活期存款基准利率收益率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的活期存款基准利率收益率(税后)'],中国人民银行公布的活期存款基准利率收益率(税后),"['中国人民银行公布的活期存款基准利率收益率(税后)', nan]"
